household_key,recency,frequency,monetary,recency_rfm,frequency_rfm,monetary_rfm,segmentasi
2118,3,29,1107.79,4,1,2,OCCASIONAL CUSTOMER
1879,3,274,4861.95,4,5,4,LOYALIST
1567,3,155,2124.23,4,4,3,POTENTIAL LOYALIST
2217,3,192,4430.01,4,5,4,LOYALIST
1620,3,337,9219.35,4,5,5,LOYALIST
952,3,111,2201.47,4,4,3,POTENTIAL LOYALIST
2367,3,142,4495.53,4,4,4,LOYALIST
2018,3,148,4038.15,4,4,4,LOYALIST
1591,3,111,4844.96,4,4,4,LOYALIST
47,3,111,2329.13,4,4,3,POTENTIAL LOYALIST
1826,3,111,1994.47,4,4,3,POTENTIAL LOYALIST
1391,3,169,8105.74,4,5,5,LOYALIST
254,3,43,442.14,4,2,1,OCCASIONAL CUSTOMER
687,3,69,3205.8,4,3,4,POTENTIAL LOYALIST
270,3,41,923.46,4,2,2,OCCASIONAL CUSTOMER
813,3,33,2065.1,4,2,3,OCCASIONAL CUSTOMER
849,3,62,4599.52,4,3,4,POTENTIAL LOYALIST
1722,3,258,11229.71,4,5,5,LOYALIST
597,3,100,3826.25,4,4,4,LOYALIST
2393,3,61,4048.29,4,3,4,POTENTIAL LOYALIST
637,3,113,2510.04,4,4,3,POTENTIAL LOYALIST
1589,3,18,341.54,4,1,1,OCCASIONAL CUSTOMER
2500,3,113,5486.16,4,4,5,LOYALIST
924,3,95,2336.18,4,3,3,POTENTIAL LOYALIST
837,3,36,793.38,4,2,2,OCCASIONAL CUSTOMER
1066,3,245,3114.34,4,5,4,LOYALIST
367,3,114,71.863.700.000.000.000.000.000.000,4,4,5,LOYALIST
959,3,60,1074.69,4,3,2,REGULAR
96,3,59,1182.43,4,3,2,REGULAR
1151,3,159,2808.91,4,4,4,LOYALIST
101,3,242,6651.58,4,5,5,LOYALIST
1445,3,178,5130.59,4,5,5,LOYALIST
676,3,376,107.411.000.000.000.000.000.000.000,4,5,5,LOYALIST
825,3,242,11835.02,4,5,5,LOYALIST
164,3,116,42.724.100.000.000.000.000.000.000,4,4,4,LOYALIST
1844,3,83,1523.8,4,3,2,REGULAR
1936,3,463,5029.86,4,5,4,LOYALIST
434,3,117,3778.75,4,4,4,LOYALIST
2311,3,58,1830.83,4,2,3,OCCASIONAL CUSTOMER
388,3,58,1286.54,4,2,2,OCCASIONAL CUSTOMER
2380,3,177,5018.78,4,5,4,LOYALIST
1473,3,118,4339.15,4,4,4,LOYALIST
2010,3,58,1605.98,4,2,2,OCCASIONAL CUSTOMER
1815,3,89,4405.47,4,3,4,POTENTIAL LOYALIST
2050,3,160,5193.22,4,4,5,LOYALIST
1816,3,160,3869.51,4,4,4,LOYALIST
1302,3,36,757.95,4,2,1,OCCASIONAL CUSTOMER
1070,3,177,5187.13,4,5,5,LOYALIST
328,3,239,17332.13,4,5,5,LOYALIST
1376,3,235,11041.41,4,5,5,LOYALIST
1588,3,234,5199.98,4,5,5,LOYALIST
696,3,326,14715.53,4,5,5,LOYALIST
2094,3,75,3055.52,4,3,4,POTENTIAL LOYALIST
934,3,234,10709.38,4,5,5,LOYALIST
1996,3,119,2654.2,4,4,3,POTENTIAL LOYALIST
545,3,56,2660.28,4,2,3,OCCASIONAL CUSTOMER
1167,3,150,6798.79,4,4,5,LOYALIST
1159,3,233,4468.63,4,5,4,LOYALIST
114,3,88,3315.63,4,3,4,POTENTIAL LOYALIST
1979,3,101,1146.67,4,4,2,REGULAR
2159,3,121,2018.95,4,4,3,POTENTIAL LOYALIST
1288,3,55,1896.5,4,2,3,OCCASIONAL CUSTOMER
716,3,81,1290.68,4,3,2,REGULAR
437,3,90,5915.73,4,3,5,POTENTIAL LOYALIST
1703,3,233,4648.88,4,5,4,LOYALIST
614,3,122,2757.24,4,4,3,POTENTIAL LOYALIST
191,3,34,552.85,4,2,1,OCCASIONAL CUSTOMER
1204,3,81,2043.13,4,3,3,POTENTIAL LOYALIST
868,3,162,6836.65,4,4,5,LOYALIST
606,3,97,3323.12,4,3,4,POTENTIAL LOYALIST
847,3,53,1463.32,4,2,2,OCCASIONAL CUSTOMER
1568,3,81,4575.94,4,3,4,POTENTIAL LOYALIST
1336,3,123,6035.21,4,4,5,LOYALIST
109,3,104,3501.07,4,4,4,LOYALIST
141,3,52,448.34,4,2,1,OCCASIONAL CUSTOMER
2384,3,19,801.41,4,1,2,OCCASIONAL CUSTOMER
1965,3,163,4142.69,4,4,4,LOYALIST
88,3,229,11615.66,4,5,5,LOYALIST
2280,3,228,12332.91,4,5,5,LOYALIST
378,3,325,4715.42,4,5,4,LOYALIST
1770,3,477,8793.19,4,5,5,LOYALIST
1619,3,185,4454.73,4,5,4,LOYALIST
670,3,192,5685.67,4,5,5,LOYALIST
280,3,105,2375.86,4,4,3,POTENTIAL LOYALIST
82,3,51,566.51,4,2,1,OCCASIONAL CUSTOMER
1481,3,164,3298.77,4,5,4,LOYALIST
2116,3,224,12228.09,4,5,5,LOYALIST
923,3,164,3305.54,4,5,4,LOYALIST
1115,3,51,1828.64,4,2,3,OCCASIONAL CUSTOMER
36,3,221,4898.25,4,5,4,LOYALIST
263,3,325,5870.33,4,5,5,LOYALIST
1924,3,221,6225.45,4,5,5,LOYALIST
907,3,92,1953.06,4,3,3,POTENTIAL LOYALIST
138,3,68,3529.19,4,3,4,POTENTIAL LOYALIST
703,3,219,9475.69,4,5,5,LOYALIST
1601,3,23,1288.54,4,1,2,OCCASIONAL CUSTOMER
2358,3,79,2423.25,4,3,3,POTENTIAL LOYALIST
2351,3,322,16616.78,4,5,5,LOYALIST
2277,3,126,3888.44,4,4,4,LOYALIST
1913,3,49,895.76,4,2,2,OCCASIONAL CUSTOMER
1964,3,68,1990.12,4,3,3,POTENTIAL LOYALIST
1484,3,106,3209.39,4,4,4,LOYALIST
205,3,106,3749.64,4,4,4,LOYALIST
359,657,2,172.85,1,1,1,LOST
1830,642,1,39.44,1,1,1,LOST
1897,642,1,19.58,1,1,1,LOST
2265,639,3,77.44,1,1,1,LOST
2201,639,2,27.51,1,1,1,LOST
313,625,4,92.54,1,1,1,LOST
494,617,1,8.17,1,1,1,LOST
1727,593,2,149.01,1,1,1,LOST
102,532,8,304.84,1,1,1,LOST
1504,514,3,66.33,1,1,1,LOST
2365,486,7,313.65,1,1,1,LOST
1052,480,7,231.66,1,1,1,LOST
1455,451,14,820.18,1,1,2,LOST
605,3,128,5856.38,4,4,5,LOYALIST
1283,3,49,332.46,4,2,1,OCCASIONAL CUSTOMER
1846,3,25,690.39,4,1,1,OCCASIONAL CUSTOMER
2483,3,83,1770.91,4,3,3,POTENTIAL LOYALIST
1571,3,49,567.87,4,2,1,OCCASIONAL CUSTOMER
937,3,68,1669.89,4,3,3,POTENTIAL LOYALIST
1303,3,212,6344.09,4,5,5,LOYALIST
1295,3,68,1637.41,4,3,3,POTENTIAL LOYALIST
1239,3,26,2068.5,4,1,3,OCCASIONAL CUSTOMER
1178,3,212,5022.28,4,5,4,LOYALIST
527,3,130,3581.52,4,4,4,LOYALIST
1186,3,79,6060.38,4,3,5,POTENTIAL LOYALIST
1534,3,313,8449.68,4,5,5,LOYALIST
1148,3,26,478.59,4,1,1,OCCASIONAL CUSTOMER
2376,3,183,3925.49,4,5,4,LOYALIST
2108,3,131,1830.99,4,4,3,POTENTIAL LOYALIST
916,3,206,3764.6,4,5,4,LOYALIST
2205,3,107,1978.76,4,4,3,POTENTIAL LOYALIST
236,3,47,1591.78,4,2,2,OCCASIONAL CUSTOMER
1103,3,204,6104.19,4,5,5,LOYALIST
2326,3,47,1322.87,4,2,2,OCCASIONAL CUSTOMER
1470,3,133,1991.33,4,4,3,POTENTIAL LOYALIST
1393,3,203,5950.89,4,5,5,LOYALIST
1110,3,133,5508.47,4,4,5,LOYALIST
1915,3,28,485.8,4,1,1,OCCASIONAL CUSTOMER
1581,3,28,1249.26,4,1,2,OCCASIONAL CUSTOMER
373,3,13,96.91,4,1,1,OCCASIONAL CUSTOMER
2189,3,91,1335.47,4,3,2,REGULAR
784,3,134,3117.66,4,4,4,LOYALIST
590,3,134,3338.41,4,4,4,LOYALIST
115,3,201,13262.1,4,5,5,LOYALIST
1137,3,134,2121.89,4,4,3,POTENTIAL LOYALIST
685,3,201,6019.77,4,5,5,LOYALIST
1517,3,135,3871.04,4,4,4,LOYALIST
1652,3,39,946,4,2,2,OCCASIONAL CUSTOMER
667,3,66,1121.2,4,3,2,REGULAR
1021,3,99,2086.12,4,3,3,POTENTIAL LOYALIST
1970,3,69,1091.08,4,3,2,REGULAR
2360,3,343,93.945.800.000.000.000.000.000.000,4,5,5,LOYALIST
1520,3,142,3839.36,4,4,4,LOYALIST
876,3,200,5899.04,4,5,5,LOYALIST
235,3,200,12156.64,4,5,5,LOYALIST
322,3,71,2418.88,4,3,3,POTENTIAL LOYALIST
1397,3,283,57.076.000.000.000.000.000.000.000,4,5,5,LOYALIST
210,3,147,3772.56,4,4,4,LOYALIST
1839,3,99,1764.15,4,3,3,POTENTIAL LOYALIST
1306,3,171,3041.69,4,5,4,LOYALIST
1296,3,80,2124.43,4,3,3,POTENTIAL LOYALIST
702,3,276,8205.68,4,5,5,LOYALIST
493,3,196,4925.56,4,5,4,LOYALIST
1029,3,276,13785.55,4,5,5,LOYALIST
1374,3,99,2841.56,4,4,4,LOYALIST
79,3,154,3950.12,4,4,4,LOYALIST
1064,3,44,3074.68,4,2,4,OCCASIONAL CUSTOMER
1928,2,114,2328.37,4,4,3,POTENTIAL LOYALIST
1192,2,100,1482.54,4,4,2,REGULAR
787,2,190,2504.59,4,5,3,POTENTIAL LOYALIST
666,2,100,1020.7,4,4,2,REGULAR
2346,2,30,1220.38,4,1,2,OCCASIONAL CUSTOMER
1740,2,390,11938.2,4,5,5,LOYALIST
1761,2,31,1845.46,4,1,3,OCCASIONAL CUSTOMER
595,2,146,2373.74,4,4,3,POTENTIAL LOYALIST
1719,2,83,3402.45,4,3,4,POTENTIAL LOYALIST
878,2,181,5980.72,4,5,5,LOYALIST
1061,2,147,6211.67,4,4,5,LOYALIST
641,2,355,13221.75,4,5,5,LOYALIST
131,2,354,6156.22,4,5,5,LOYALIST
475,2,41,1525.02,4,2,2,OCCASIONAL CUSTOMER
473,2,70,3208.71,4,3,4,POTENTIAL LOYALIST
2307,2,179,6009.24,4,5,5,LOYALIST
2407,2,179,66.652.200.000.000.000.000.000.000,4,5,5,LOYALIST
1768,2,70,1522.47,4,3,2,REGULAR
884,2,70,674.35,4,3,1,REGULAR
1566,2,347,10567.71,4,5,5,LOYALIST
1705,2,176,1805.93,4,5,3,POTENTIAL LOYALIST
1847,2,103,2678.71,4,4,3,POTENTIAL LOYALIST
1395,2,40,1142.42,4,2,2,OCCASIONAL CUSTOMER
1545,2,174,3948.53,4,5,4,LOYALIST
1388,2,151,6949.16,4,4,5,LOYALIST
1222,2,174,5833.39,4,5,5,LOYALIST
464,2,173,3590.49,4,5,4,LOYALIST
276,2,173,5758.71,4,5,5,LOYALIST
2370,2,172,5307.52,4,5,5,LOYALIST
939,2,154,5254.66,4,4,5,LOYALIST
157,2,172,2748.95,4,5,3,POTENTIAL LOYALIST
338,2,154,2690.97,4,4,3,POTENTIAL LOYALIST
453,2,34,742.95,4,2,1,OCCASIONAL CUSTOMER
2499,2,90,3394.07,4,3,4,POTENTIAL LOYALIST
29,2,69,1343.03,4,3,2,REGULAR
1891,2,38,1344.71,4,2,2,OCCASIONAL CUSTOMER
660,2,168,7954.28,4,5,5,LOYALIST
2216,2,34,454.57,4,2,1,OCCASIONAL CUSTOMER
354,2,157,8729.87,4,4,5,LOYALIST
392,2,104,11443.97,4,4,5,LOYALIST
711,2,36,429.79,4,2,1,OCCASIONAL CUSTOMER
2328,2,166,14193.61,4,5,5,LOYALIST
172,2,159,1770.87,4,4,3,POTENTIAL LOYALIST
732,2,104,3967.82,4,4,4,LOYALIST
34,2,36,407.38,4,2,1,OCCASIONAL CUSTOMER
1739,2,34,778.4,4,2,2,OCCASIONAL CUSTOMER
1733,2,34,1487.37,4,2,2,OCCASIONAL CUSTOMER
625,2,34,1233.92,4,2,2,OCCASIONAL CUSTOMER
2049,2,36,998.12,4,2,2,OCCASIONAL CUSTOMER
1872,2,162,3762.97,4,4,4,LOYALIST
1849,2,162,2666.5,4,4,3,POTENTIAL LOYALIST
1402,2,165,2245.76,4,5,3,POTENTIAL LOYALIST
369,2,35,1034.95,4,2,2,OCCASIONAL CUSTOMER
1958,2,35,1017.86,4,2,2,OCCASIONAL CUSTOMER
632,2,94,3370.68,4,3,4,POTENTIAL LOYALIST
663,2,105,3199.53,4,4,4,LOYALIST
752,2,106,3792.56,4,4,4,LOYALIST
2250,2,68,2333.16,4,3,3,POTENTIAL LOYALIST
799,2,68,2084.11,4,3,3,POTENTIAL LOYALIST
2312,2,321,14682.81,4,5,5,LOYALIST
2337,2,1210,11703.97,4,5,5,LOYALIST
95,2,308,6500.18,4,5,5,LOYALIST
2267,2,67,2304.15,4,3,3,POTENTIAL LOYALIST
755,2,307,10617.05,4,5,5,LOYALIST
2171,2,107,4031.08,4,4,4,LOYALIST
2385,2,306,6158.06,4,5,5,LOYALIST
1634,2,85,4616.14,4,3,4,POTENTIAL LOYALIST
390,2,108,1806.02,4,4,3,POTENTIAL LOYALIST
1267,2,66,1689.84,4,3,3,POTENTIAL LOYALIST
1355,2,14,547.82,4,1,1,OCCASIONAL CUSTOMER
2196,2,65,1153.05,4,3,2,REGULAR
2282,2,79,1103.88,4,3,2,REGULAR
351,2,296,7659.67,4,5,5,LOYALIST
788,2,295,7514.2,4,5,5,LOYALIST
1461,2,290,7246.2,4,5,5,LOYALIST
1124,2,79,1896.39,4,3,3,POTENTIAL LOYALIST
2231,2,94,4400.26,4,3,4,POTENTIAL LOYALIST
1325,2,64,2835.99,4,3,4,POTENTIAL LOYALIST
1877,2,64,1975.04,4,3,3,POTENTIAL LOYALIST
13,2,275,13190.92,4,5,5,LOYALIST
75,2,64,1167.09,4,3,2,REGULAR
985,2,110,2057.47,4,4,3,POTENTIAL LOYALIST
1854,2,273,7631.72,4,5,5,LOYALIST
1274,2,273,12503.24,4,5,5,LOYALIST
893,2,111,4729.01,4,4,4,LOYALIST
2233,2,273,8440.77,4,5,5,LOYALIST
2388,2,63,1703.02,4,3,3,POTENTIAL LOYALIST
287,2,271,3229.28,4,5,4,LOYALIST
1094,2,95,5935.57,4,3,5,POTENTIAL LOYALIST
2065,2,89,3268.33,4,3,4,POTENTIAL LOYALIST
119,2,62,2593.01,4,3,3,POTENTIAL LOYALIST
441,2,76,2369.9,4,3,3,POTENTIAL LOYALIST
679,2,262,6494.31,4,5,5,LOYALIST
2221,2,113,2301.4,4,4,3,POTENTIAL LOYALIST
1721,2,17,339.59,4,1,1,OCCASIONAL CUSTOMER
99,2,255,6926.15,4,5,5,LOYALIST
1004,2,253,3708.72,4,5,4,LOYALIST
2263,2,460,5763.97,4,5,5,LOYALIST
1748,2,247,5161.78,4,5,5,LOYALIST
1492,2,95,1226.29,4,3,2,REGULAR
2467,2,396,12850.56,4,5,5,LOYALIST
901,2,76,2766.7,4,3,3,POTENTIAL LOYALIST
914,2,60,1834.08,4,3,3,POTENTIAL LOYALIST
2369,2,76,2709.79,4,3,3,POTENTIAL LOYALIST
1039,2,82,5168.38,4,3,5,POTENTIAL LOYALIST
7,2,59,3400.05,4,2,4,OCCASIONAL CUSTOMER
198,2,461,8659.17,4,5,5,LOYALIST
2319,2,117,1148.68,4,4,2,REGULAR
2289,2,88,2428.06,4,3,3,POTENTIAL LOYALIST
534,2,465,13.154.400.000.000.000.000.000.000,4,5,2,REGULAR
2242,2,118,1239.07,4,4,2,REGULAR
2343,2,240,4627.48,4,5,4,LOYALIST
404,2,240,6107.18,4,5,5,LOYALIST
2432,2,238,4948.11,4,5,4,LOYALIST
2458,2,56,1118.33,4,2,2,OCCASIONAL CUSTOMER
1294,2,56,4829.32,4,2,4,OCCASIONAL CUSTOMER
2154,2,120,2523.34,4,4,3,POTENTIAL LOYALIST
2109,2,120,2508.24,4,4,3,POTENTIAL LOYALIST
288,2,92,3114.77,4,3,4,POTENTIAL LOYALIST
1219,2,121,823.08,4,4,2,REGULAR
1007,2,122,1368.97,4,4,2,REGULAR
24,2,74,1911.11,4,3,3,POTENTIAL LOYALIST
1960,2,93,2637.78,4,3,3,POTENTIAL LOYALIST
2330,2,73,5683.36,4,3,5,POTENTIAL LOYALIST
2218,2,19,9.752.500.000.000.000.000.000.000,4,1,2,OCCASIONAL CUSTOMER
2209,2,232,6996.68,4,5,5,LOYALIST
1247,2,123,6639.95,4,4,5,LOYALIST
564,2,52,842.45,4,2,2,OCCASIONAL CUSTOMER
219,2,228,11884.79,4,5,5,LOYALIST
491,2,124,4835.71,4,4,4,LOYALIST
827,2,20,326.88,4,1,1,OCCASIONAL CUSTOMER
167,2,20,1268.02,4,1,2,OCCASIONAL CUSTOMER
1191,2,98,2485.87,4,3,3,POTENTIAL LOYALIST
67,2,227,9618.9,4,5,5,LOYALIST
103,2,51,541.99,4,2,1,OCCASIONAL CUSTOMER
113,2,223,15324.95,4,5,5,LOYALIST
1800,2,85,3667.31,4,3,4,POTENTIAL LOYALIST
311,2,51,1351.13,4,2,2,OCCASIONAL CUSTOMER
48,2,50,1172.83,4,2,2,OCCASIONAL CUSTOMER
1434,2,220,4160.33,4,5,4,LOYALIST
348,2,126,2961.83,4,4,4,LOYALIST
134,2,86,5535.09,4,3,5,POTENTIAL LOYALIST
698,2,127,1204.49,4,4,2,REGULAR
750,2,49,598.62,4,2,1,OCCASIONAL CUSTOMER
2333,2,24,270.6,4,1,1,OCCASIONAL CUSTOMER
611,2,73,2316.24,4,3,3,POTENTIAL LOYALIST
458,2,127,1685.64,4,4,3,POTENTIAL LOYALIST
2036,2,49,4064.45,4,2,4,OCCASIONAL CUSTOMER
1707,2,749,6580.49,4,5,5,LOYALIST
2188,2,129,3917.34,4,4,4,LOYALIST
789,2,26,370.3,4,1,1,OCCASIONAL CUSTOMER
2141,2,90,5246.67,4,3,5,POTENTIAL LOYALIST
1659,2,130,2820.61,4,4,4,LOYALIST
222,2,130,5897.9,4,4,5,LOYALIST
2158,2,131,3194.17,4,4,4,LOYALIST
1425,2,131,3828.6,4,4,4,LOYALIST
1350,2,131,2568.6,4,4,3,POTENTIAL LOYALIST
78,2,210,2505.14,4,5,3,POTENTIAL LOYALIST
1490,2,208,5064.7,4,5,4,LOYALIST
1621,2,90,3231.48,4,3,4,POTENTIAL LOYALIST
871,2,132,10435.96,4,4,5,LOYALIST
1479,2,716,9129.23,4,5,5,LOYALIST
1679,2,47,276.13,4,2,1,OCCASIONAL CUSTOMER
1596,2,28,2154.63,4,1,3,OCCASIONAL CUSTOMER
1586,2,72,2237.21,4,3,3,POTENTIAL LOYALIST
1120,2,87,1737.84,4,3,3,POTENTIAL LOYALIST
409,2,135,4499.85,4,4,4,LOYALIST
1050,2,135,5134.89,4,4,5,LOYALIST
885,2,87,2602.8,4,3,3,POTENTIAL LOYALIST
2350,2,46,1915.65,4,2,3,OCCASIONAL CUSTOMER
56,2,201,6691.53,4,5,5,LOYALIST
2274,2,71,6974.46,4,3,5,POTENTIAL LOYALIST
946,2,136,2530.45,4,4,3,POTENTIAL LOYALIST
747,2,136,1166.73,4,4,2,REGULAR
1991,2,45,320.14,4,2,1,OCCASIONAL CUSTOMER
447,2,136,1670.44,4,4,3,POTENTIAL LOYALIST
1279,2,199,4793.46,4,5,4,LOYALIST
1285,2,137,5048.59,4,4,4,LOYALIST
2444,2,6,69.94,4,1,1,OCCASIONAL CUSTOMER
2024,2,99,4956.99,4,3,4,POTENTIAL LOYALIST
886,2,198,48.901.100.000.000.000.000.000.000,4,5,4,LOYALIST
536,2,87,1557.13,4,3,2,REGULAR
1806,2,139,3979.6,4,4,4,LOYALIST
1663,2,196,1834.06,4,5,3,POTENTIAL LOYALIST
1236,2,194,3993.01,4,5,4,LOYALIST
57,2,194,3.105.870.000.000.000.000.000.000,4,5,4,LOYALIST
1661,2,44,1425.4,4,2,2,OCCASIONAL CUSTOMER
1791,2,140,2970.1,4,4,4,LOYALIST
2100,2,71,3185.31,4,3,4,POTENTIAL LOYALIST
2133,2,141,6759.92,4,4,5,LOYALIST
305,2,141,3827.02,4,4,4,LOYALIST
1751,2,142,4142.87,4,4,4,LOYALIST
429,2,43,542.89,4,2,1,OCCASIONAL CUSTOMER
582,2,142,5137.74,4,4,5,LOYALIST
1443,1,182,2221.48,4,5,3,POTENTIAL LOYALIST
2078,1,92,2323.92,4,3,3,POTENTIAL LOYALIST
2377,1,82,1107.54,4,3,2,REGULAR
1301,1,80,1494.22,4,3,2,REGULAR
200,1,80,1166.63,4,3,2,REGULAR
601,1,79,5241.27,4,3,5,POTENTIAL LOYALIST
1234,1,94,5547.83,4,3,5,POTENTIAL LOYALIST
192,1,95,3778.08,4,3,4,POTENTIAL LOYALIST
1785,1,75,1555.7,4,3,2,REGULAR
1328,1,96,2544.89,4,3,3,POTENTIAL LOYALIST
1417,1,75,3703.93,4,3,4,POTENTIAL LOYALIST
2039,1,74,2260.46,4,3,3,POTENTIAL LOYALIST
2147,1,96,5706.01,4,3,5,POTENTIAL LOYALIST
982,1,412,18790.34,4,5,5,LOYALIST
1932,1,74,2678.78,4,3,3,POTENTIAL LOYALIST
843,1,74,2619.23,4,3,3,POTENTIAL LOYALIST
307,1,415,2582.03,4,5,3,POTENTIAL LOYALIST
194,1,73,1882.81,4,3,3,POTENTIAL LOYALIST
483,1,98,2718.99,4,3,3,POTENTIAL LOYALIST
549,1,98,2299.35,4,3,3,POTENTIAL LOYALIST
1314,1,421,14330.4,4,5,5,LOYALIST
2466,1,99,2581.82,4,4,3,POTENTIAL LOYALIST
1919,1,100,4154.95,4,4,4,LOYALIST
1131,1,102,3034.77,4,4,4,LOYALIST
569,1,102,6749.19,4,4,5,LOYALIST
350,1,103,3083.25,4,4,4,LOYALIST
31,1,69,4396.9,4,3,4,POTENTIAL LOYALIST
2011,1,104,1367.34,4,4,2,REGULAR
1119,1,68,2232.75,4,3,3,POTENTIAL LOYALIST
395,1,68,872.91,4,3,2,REGULAR
2281,1,105,5008.79,4,4,4,LOYALIST
960,1,106,2447.49,4,4,3,POTENTIAL LOYALIST
43,1,106,884.84,4,4,2,REGULAR
2185,1,106,8550.73,4,4,5,LOYALIST
1015,1,108,3807.72,4,4,4,LOYALIST
394,1,65,1565.89,4,3,2,REGULAR
2023,1,109,1805.63,4,4,3,POTENTIAL LOYALIST
2455,1,109,5339.03,4,4,5,LOYALIST
83,1,110,1183.74,4,4,2,REGULAR
37,1,63,2976.66,4,3,4,POTENTIAL LOYALIST
1548,1,112,3850.53,4,4,4,LOYALIST
211,1,112,2244.06,4,4,3,POTENTIAL LOYALIST
2066,1,112,2141.78,4,4,3,POTENTIAL LOYALIST
897,1,62,840.23,4,3,2,REGULAR
482,1,61,1848.52,4,3,3,POTENTIAL LOYALIST
2424,1,113,41.228.300.000.000.000.000.000.000,4,4,4,LOYALIST
655,1,61,1991.29,4,3,3,POTENTIAL LOYALIST
317,1,61,6083.3,4,3,5,POTENTIAL LOYALIST
1524,1,60,2800.81,4,3,4,POTENTIAL LOYALIST
1797,1,115,5551.49,4,4,5,LOYALIST
2292,1,116,1336.14,4,4,2,REGULAR
1406,1,116,3790.44,4,4,4,LOYALIST
2123,1,59,4332.45,4,2,4,OCCASIONAL CUSTOMER
498,1,58,904.18,4,2,2,OCCASIONAL CUSTOMER
1147,1,57,3779.36,4,2,4,OCCASIONAL CUSTOMER
2425,1,119,4361.02,4,4,4,LOYALIST
1073,1,121,3014.08,4,4,4,LOYALIST
768,1,466,6681.35,4,5,5,LOYALIST
672,1,121,2731.15,4,4,3,POTENTIAL LOYALIST
1575,1,55,1642.49,4,2,3,OCCASIONAL CUSTOMER
197,1,55,1929.23,4,2,3,OCCASIONAL CUSTOMER
2059,1,54,2359.12,4,2,3,OCCASIONAL CUSTOMER
941,1,122,2206.06,4,4,3,POTENTIAL LOYALIST
265,1,53,1881.76,4,2,3,OCCASIONAL CUSTOMER
427,1,53,1073.01,4,2,2,OCCASIONAL CUSTOMER
1689,1,122,2711.79,4,4,3,POTENTIAL LOYALIST
1715,1,53,983.53,4,2,2,OCCASIONAL CUSTOMER
1375,1,122,3745.41,4,4,4,LOYALIST
407,1,52,696.38,4,2,1,OCCASIONAL CUSTOMER
1358,1,123,2466.68,4,4,3,POTENTIAL LOYALIST
692,1,124,3891.14,4,4,4,LOYALIST
471,1,51,1530.12,4,2,2,OCCASIONAL CUSTOMER
1691,1,50,2283.69,4,2,3,OCCASIONAL CUSTOMER
273,1,127,2500.86,4,4,3,POTENTIAL LOYALIST
1896,1,129,3378.34,4,4,4,LOYALIST
869,1,130,1428.67,4,4,2,REGULAR
1271,1,132,4155.52,4,4,4,LOYALIST
1962,1,132,3512.55,4,4,4,LOYALIST
2492,1,133,2858.85,4,4,4,LOYALIST
1187,1,133,2996.18,4,4,4,LOYALIST
515,1,47,1826.73,4,2,3,OCCASIONAL CUSTOMER
1767,1,485,9204.22,4,5,5,LOYALIST
376,1,493,4714.62,4,5,4,LOYALIST
919,1,135,1469.45,4,4,2,REGULAR
1941,1,135,742.85,4,4,1,REGULAR
1704,1,46,400.83,4,2,1,OCCASIONAL CUSTOMER
2301,1,137,4661.63,4,4,4,LOYALIST
2293,1,45,2462.95,4,2,3,OCCASIONAL CUSTOMER
1607,1,138,3882.88,4,4,4,LOYALIST
1556,1,138,3799.8,4,4,4,LOYALIST
677,1,45,1600.99,4,2,2,OCCASIONAL CUSTOMER
1595,1,139,5644.07,4,4,5,LOYALIST
1531,1,45,978.91,4,2,2,OCCASIONAL CUSTOMER
1114,1,44,970.95,4,2,2,OCCASIONAL CUSTOMER
844,1,141,5399.64,4,4,5,LOYALIST
621,1,142,3179.15,4,4,4,LOYALIST
974,1,43,1993.06,4,2,3,OCCASIONAL CUSTOMER
2121,1,143,5582.79,4,4,5,LOYALIST
1540,1,143,3598.69,4,4,4,LOYALIST
1506,1,144,2389.2,4,4,3,POTENTIAL LOYALIST
1364,1,145,2466.05,4,4,3,POTENTIAL LOYALIST
853,1,516,13497.29,4,5,5,LOYALIST
2452,1,146,3060.36,4,4,4,LOYALIST
203,1,42,908.83,4,2,2,OCCASIONAL CUSTOMER
1289,1,525,1512.08,4,5,2,REGULAR
858,1,42,594.23,4,2,1,OCCASIONAL CUSTOMER
1489,1,536,17251.53,4,5,5,LOYALIST
622,1,147,2384.37,4,4,3,POTENTIAL LOYALIST
1653,1,541,19.153.750.000.000.000.000.000.000,4,5,5,LOYALIST
2481,1,148,5403.5,4,4,5,LOYALIST
618,1,544,7343.87,4,5,5,LOYALIST
1027,1,41,1064.99,4,2,2,OCCASIONAL CUSTOMER
1692,1,150,2017.18,4,4,3,POTENTIAL LOYALIST
777,1,40,2745.75,4,2,3,OCCASIONAL CUSTOMER
503,1,151,4723.8,4,4,4,LOYALIST
2086,1,575,6269.54,4,5,5,LOYALIST
425,1,151,5543.91,4,4,5,LOYALIST
1868,1,39,700.96,4,2,1,OCCASIONAL CUSTOMER
1788,1,152,9072.28,4,4,5,LOYALIST
2041,1,152,6406.99,4,4,5,LOYALIST
1562,1,39,1198.02,4,2,2,OCCASIONAL CUSTOMER
665,1,39,715.98,4,2,1,OCCASIONAL CUSTOMER
2378,1,154,8311.08,4,4,5,LOYALIST
2392,1,39,1428.9,4,2,2,OCCASIONAL CUSTOMER
156,1,587,5224.07,4,5,5,LOYALIST
1431,1,155,2718.4,4,4,3,POTENTIAL LOYALIST
1671,1,38,1420.41,4,2,2,OCCASIONAL CUSTOMER
2232,1,37,1131.65,4,2,2,OCCASIONAL CUSTOMER
